servicioResponsable,descripcion,codigo,ejecutado,estado,ano,gastadoAnosAnteriores,servicioResponsableEjecucion,fechaRegistro,etapa,fuenteFinanciamiento,solicitado,rate,nombreIniciativa,provision,unidadTecnica,comuna,georeferenciacion,totalBeneficiarios,id,tipoIniciativa,sector
null,null,24.03.002,,null,2014,0,,null,6,24.03,101720315,0,null,,null,Regional,[],0,200,EJECUCION,Pesca
null,null,24.03.054,,null,2014,0,,null,6,24.03,145925572,0,null,,null,Regional,[],15000,200,EJECUCION,Pesca
Servicio Nacional de Pesca,null,33.01.008,,null,2014,0,,20140402,6,33.01,31700000,0,null,,Servicio Nacional de Pesca,Regional,[],606,214,EJECUCION,Pesca
Servicio Nacional de Pesca,null,33.01.008,,null,2014,0,,20140402,6,33.01,32871020,0,null,,Servicio Nacional de Pesca,Regional,[],1200,214,EJECUCION,Pesca
Seremi de Medio Ambiente,null,22.11.001,,null,2014,0,,null,6,22.11,6500000,0,null,,Seremi de Medio Ambiente,Regional,[],0,78,EJECUCION,Multisectorial
Seremi de Medio Ambiente,null,24.03.001,,null,2014,0,,null,6,24.03,4900000,0,null,,Seremi de Medio Ambiente,Arica,[],140,78,EJECUCION,Multisectorial
Seremi de Medio Ambiente,null,24.03.007,,null,2014,0,,null,6,24.03,5000000,0,15-G-007-2014 Agua caliente por medio del sol para el adulto mayor de Chitita,,Seremi de Medio Ambiente,Camarones,[],18,78,EJECUCION,Multisectorial
Seremi de Medio Ambiente,null,24.03.009,,null,2014,0,,null,6,24.03,5000000,0,15-G-009-2014 Termos Solares y Sostenibilidad Ambiental para Illapata,,Seremi de Medio Ambiente,Camarones,[],25,78,EJECUCION,Multisectorial
Seremi de Medio Ambiente,null,24.03.010,,null,2014,0,,null,6,24.03,5000000,0,15-G-010-2014 ILUMINANDO GUATANAVE DIA Y NOCHE A TRAVES DE ENERGIAS RENOVABLES NO CONVENCIONALES,,Seremi de Medio Ambiente,Camarones,[],32,78,EJECUCION,Multisectorial
Seremi de Medio Ambiente,null,24.03.013,,null,2014,0,,null,6,24.03,5000000,0,null,,Seremi de Medio Ambiente,Putre,[],200,78,EJECUCION,Multisectorial
null,null,24.03.599,,null,2014,0,,null,6,24.03,5900000,0,"BONO - PRUEBA DE CONOCIMIENTO , LETRA E), LEY 19.933",,null,Regional,[],2060,101,EJECUCION,null
Gobierno Regional,null,2401001_06,,null,2014,0,,20140612,6,24.01,3590600,0,"65042365 Agrupacion Cultural Folclorica, Musical, Teatral, Deportiva Embrujo",,Gobierno Regional,Regional,[],3000,1,EJECUCION,null
Gobierno Regional,"SE ADJUDICAN PROYECTOS O INICIATIVAS QUE FAVOREZCAN LA VIDA SALUDABLE, MEDIANTE ACTIVIDADES DEPORTIVAS.",2401003_51,,null,2014,0,,20140415,6,24.01,9055000,0,FONDO REGIONAL 2% DEPORTE (PRIVADO) 2014,,Gobierno Regional,Regional,[],2500,1,EJECUCION,Deportes
null,null,24.01.221,,null,2014,0,,null,6,24.01,5972420,0,Becas Nacionales Postgrado,,null,Regional,[],20,93,EJECUCION,null
null,null,24.03.160,,null,2014,0,,null,6,24.03,885895800,0,null,,null,Regional,[],40,93,EJECUCION,null
null,null,22.11.001,,null,2014,0,,null,6,22.11,40000000,0,null,,null,Regional,[],0,272,EJECUCION,Silvoagropecuario
Gobierno Regional,"SE ADJUDICAN PROYECTOS O INICIATIVAS QUE FAVOREZCAN LA VIDA SALUDABLE, MEDIANTE ACTIVIDADES DEPORTIVAS.",2401003_128,,null,2014,0,,20140415,6,24.01,14745800,0,FONDO REGIONAL 2% DEPORTE (PRIVADO) 2014,,Gobierno Regional,Regional,[],2500,1,EJECUCION,Deportes
Gobierno Regional,"SE ADJUDICAN PROYECTOS O INICIATIVAS QUE FAVOREZCAN LA VIDA SALUDABLE, MEDIANTE ACTIVIDADES DEPORTIVAS.",2401003_05,,null,2014,0,,20140415,6,24.01,14750000,0,FONDO REGIONAL 2% DEPORTE (PRIVADO) 2014,,Gobierno Regional,Regional,[],2500,1,EJECUCION,Deportes
Gobierno Regional,SE ADJUDICAN PROYECTOS A LAS MUNICIPALIDADES QUE PRESENTAN ACTIVIDADES CULTURALES.,2403001_05,,null,2014,0,,20140415,6,24.03,15000000,0,FONDO REGIONAL 2% CULTURA(PUBLICO-MUNICIPAL)2014,,Gobierno Regional,Regional,[],1300,1,EJECUCION,null
Seremi de Desarrollo Social,null,24.03.335,,null,2014,0,,20140912,6,24.03,10400000,0,"Programa de Habitabilidad Subsistema Chile Solidario, Seguridades y Oportunidades  comuna General Lagos ",,Seremi de Desarrollo Social,Gral Lagos,[],13,36,EJECUCION,Social
Gobierno Regional,"SE ADJUDICAN PROYECTOS O INICIATIVAS QUE FAVOREZCAN LA VIDA SALUDABLE, MEDIANTE ACTIVIDADES DEPORTIVAS.",2401003_122,,null,2014,0,,20140415,6,24.01,7000000,0,FONDO REGIONAL 2% DEPORTE (PRIVADO) 2014,,Gobierno Regional,Regional,[],2500,1,EJECUCION,Deportes
Gobierno Regional,"SE ADJUDICAN PROYECTOS O INICIATIVAS QUE FAVOREZCAN LA VIDA SALUDABLE, MEDIANTE ACTIVIDADES DEPORTIVAS.",2401003_29,,null,2014,0,,20140415,6,24.01,19804962,0,FONDO REGIONAL 2% DEPORTE (PRIVADO) 2014,,Gobierno Regional,Regional,[],2500,1,EJECUCION,Deportes
Gobierno Regional,null,2401001_149,,null,2014,0,,20140415,6,24.01,5600000,0,FONDO CULTURAL 2% (PRIVADO) 2014,,Gobierno Regional,Regional,[],3000,1,EJECUCION,null
Gobierno Regional,"SE ADJUDICAN PROYECTOS O INICIATIVAS QUE FAVOREZCAN LA VIDA SALUDABLE, MEDIANTE ACTIVIDADES DEPORTIVAS.",2401003_52,,null,2014,0,,20140415,6,24.01,4996680,0,FONDO REGIONAL 2% DEPORTE (PRIVADO) 2014,,Gobierno Regional,Regional,[],2500,1,EJECUCION,Deportes
Gobierno Regional,null,2401001_108,,null,2014,0,,20140415,6,24.01,6840000,0,FONDO CULTURAL 2% (PRIVADO) 2014,,Gobierno Regional,Regional,[],3000,1,EJECUCION,null
Gobierno Regional,null,2401001_103,,null,2014,0,,20140529,6,24.01,5790000,0,65919590 PRISIONEROS DEL FOLCLOR,,Gobierno Regional,Regional,[],3000,1,EJECUCION,null
Gobierno Regional,null,2401001_143,,null,2014,0,,20140415,6,24.01,3500000,0,FONDO CULTURAL 2% (PRIVADO) 2014,,Gobierno Regional,Regional,[],3000,1,EJECUCION,null
null,null,24 01 231,,null,2014,0,,null,6,24.01,81585398,0,Programa de Insercion de Investigadores,,null,Regional,[],0,93,EJECUCION,null
Gobierno Regional,null,2401001_18,,null,2014,0,,20140415,6,24.01,3500000,0,FONDO CULTURAL 2% (PRIVADO) 2014,,Gobierno Regional,Regional,[],3000,1,EJECUCION,null
null,null,24.03.187,,16,2014,0,,20140519,6,24.03,645667824,5,null,,null,Regional,[],0,101,EJECUCION,null
null,null,24.03.700,,16,2014,0,,20140519,6,24.03,45139379,5,null,,null,Regional,[],0,101,EJECUCION,null
Gobierno Regional,"SE ADJUDICAN PROYECTOS O INICIATIVAS QUE FAVOREZCAN LA VIDA SALUDABLE, MEDIANTE ACTIVIDADES DEPORTIVAS.",2401003_114,,null,2014,0,,20140416,6,24.01,15293600,0,FONDO REGIONAL 2% DEPORTE (PRIVADO) 2014,,Gobierno Regional,Regional,[],2500,1,EJECUCION,Deportes
Gobierno Regional,null,2401001_124,,null,2014,0,,20140416,6,24.01,5000000,0,FONDO CULTURAL 2% (PRIVADO) 2014,,Gobierno Regional,Regional,[],3000,1,EJECUCION,null
Gobierno Regional,null,2401001_35,,null,2014,0,,20140416,6,24.01,2500000,0,FONDO CULTURAL 2% (PRIVADO) 2014,,Gobierno Regional,Regional,[],3000,1,EJECUCION,null
Gobierno Regional,null,2401001_13,,null,2014,0,,20140416,6,24.01,3500000,0,FONDO CULTURAL 2% (PRIVADO) 2014,,Gobierno Regional,Regional,[],3000,1,EJECUCION,null
Gobierno Regional,null,2401001_113,,null,2014,0,,20140416,6,24.01,5000000,0,FONDO CULTURAL 2% (PRIVADO) 2014,,Gobierno Regional,Regional,[],3000,1,EJECUCION,null
Gobierno Regional,null,2401001_36,,null,2014,0,,20140416,6,24.01,5999884,0,FONDO CULTURAL 2% (PRIVADO) 2014,,Gobierno Regional,Regional,[],3000,1,EJECUCION,null
Gobierno Regional,null,2401001_118,,null,2014,0,,20140416,6,24.01,2305500,0,FONDO CULTURAL 2% (PRIVADO) 2014,,Gobierno Regional,Regional,[],3000,1,EJECUCION,null
Gobierno Regional,null,2401001_107,,null,2014,0,,20140416,6,24.01,3540000,0,FONDO CULTURAL 2% (PRIVADO) 2014,,Gobierno Regional,Regional,[],3000,1,EJECUCION,null
Gobierno Regional,null,2401001_11,,null,2014,0,,20140416,6,24.01,20000000,0,FONDO CULTURAL 2% (PRIVADO) 2014,,Gobierno Regional,Regional,[],3000,1,EJECUCION,null
Gobierno Regional,null,2401001_01,,null,2014,0,,20140529,6,24.01,10981990,0,65046471 AGRUPACION DE ARTES CENTRO CULTURAL KUAN - YIN,,Gobierno Regional,Regional,[],3000,1,EJECUCION,null
Gobierno Regional,null,2401001_116,,null,2014,0,,20140417,6,24.01,1350000,0,FONDO CULTURAL 2% (PRIVADO) 2014,,Gobierno Regional,Regional,[],3000,1,EJECUCION,null
Gobierno Regional,null,2401001_112,,null,2014,0,,20140417,6,24.01,6000000,0,FONDO CULTURAL 2% (PRIVADO) 2014,,Gobierno Regional,Regional,[],3000,1,EJECUCION,null
Gobierno Regional,null,2401001_141,,null,2014,0,,20140417,6,24.01,9000000,0,FONDO CULTURAL 2% (PRIVADO) 2014,,Gobierno Regional,Regional,[],3000,1,EJECUCION,null
Gobierno Regional,null,2401001_97,,null,2014,0,,20140806,6,24.01,11398000,0,65046944 Agrupacion Casa Ecan,,Gobierno Regional,Regional,[],3000,1,EJECUCION,null
Gobierno Regional,null,2401001_76,,null,2014,0,,20140610,6,24.01,10200000,0,65077409 Agrupacion Social Cultural y Deportiva San Martin de Alto Ramirez,,Gobierno Regional,Regional,[],3000,1,EJECUCION,null
Gobierno Regional,null,2401001_17,,null,2014,0,,20140417,6,24.01,14939800,0,FONDO CULTURAL 2% (PRIVADO) 2014,,Gobierno Regional,Regional,[],3000,1,EJECUCION,null
Gobierno Regional,"SE ADJUDICAN PROYECTOS O INICIATIVAS QUE FAVOREZCAN LA VIDA SALUDABLE, MEDIANTE ACTIVIDADES DEPORTIVAS.",2401003_63,,null,2014,0,,20140508,6,24.01,5758000,0,FONDO REGIONAL 2% DEPORTE (PRIVADO) 2014,,Gobierno Regional,Regional,[],2500,1,EJECUCION,Deportes
Gobierno Regional,null,2401001_32,,null,2014,0,,20140417,6,24.01,307500,0,FONDO CULTURAL 2% (PRIVADO) 2014,,Gobierno Regional,Regional,[],3000,1,EJECUCION,null
Gobierno Regional,null,2401001_22,,null,2014,0,,20140417,6,24.01,7000000,0,FONDO CULTURAL 2% (PRIVADO) 2014,,Gobierno Regional,Regional,[],3000,1,EJECUCION,null
Gobierno Regional,null,2401001_29,,null,2014,0,,20140609,6,24.01,3582112,0,65028557 Organizacion Integral de Personas en Situacion de Calle,,Gobierno Regional,Regional,[],3000,1,EJECUCION,null
Gobierno Regional,null,2401001_104,,null,2014,0,,20140529,6,24.01,3500000,0,65026935 ORGANIZACION FOLCLORICA CULTURAL Y DEPORTIVA ANDINO SAJAMA,,Gobierno Regional,Regional,[],3000,1,EJECUCION,null
Gobierno Regional,null,2401001_78,,null,2014,0,,20141006,6,24.01,7550000,0,65052953 Agrupacion Social Cultural y Deportiva Hermanos del Sol Wilka Jilata,,Gobierno Regional,Regional,[],3000,1,EJECUCION,null
Gobierno Regional,null,2401001_132,,null,2014,0,,20141209,6,24.01,7473835,0,65489850 JUNTA VECINAL N 12 CERRO LA CRUZ,,Gobierno Regional,Regional,[],3000,1,EJECUCION,null
Gobierno Regional,null,2401001_79,,null,2014,0,,20141006,6,24.01,4890000,0,65052953 Agrupacion Social Cultural y Deportiva Hermanos del Sol Wilka Jilata,,Gobierno Regional,Regional,[],3000,1,EJECUCION,null
Gobierno Regional,null,2401001_44,,null,2014,0,,20140417,6,24.01,3500000,0,FONDO CULTURAL 2% (PRIVADO) 2014,,Gobierno Regional,Regional,[],3000,1,EJECUCION,null
Gobierno Regional,null,2401001_45,,null,2014,0,,20140417,6,24.01,8400000,0,FONDO CULTURAL 2% (PRIVADO) 2014,,Gobierno Regional,Regional,[],3000,1,EJECUCION,null
Subsecretaria de Desarrollo Regional,,1-A-2012-1279,,16,2014,0,,20150112,6,33.03,31912637,5,MEJORAMIENTO DE PAVIMENTOS ESCUELA MANUEL RODRIGUEZ ERDOYZA,,Subsecretaria de Desarrollo Regional,Arica,[],0,300,EJECUCION,Social
Gobierno Regional,null,2401001_102,,null,2014,0,,20140529,6,24.01,5670000,0,65919590 PRISIONEROS DEL FOLCLOR,,Gobierno Regional,Regional,[],3000,1,EJECUCION,null
Gobierno Regional,"SE ADJUDICAN PROYECTOS O INICIATIVAS QUE FAVOREZCAN LA VIDA SALUDABLE, MEDIANTE ACTIVIDADES DEPORTIVAS.",2401003_13,,null,2014,0,,20140425,6,24.01,13266000,0,FONDO REGIONAL 2% DEPORTE (PRIVADO) 2014,,Gobierno Regional,Regional,[],2500,1,EJECUCION,Deportes
Gobierno Regional,"SE ADJUDICAN PROYECTOS O INICIATIVAS QUE FAVOREZCAN LA VIDA SALUDABLE, MEDIANTE ACTIVIDADES DEPORTIVAS.",2401003_55,,null,2014,0,,20140704,6,24.01,4018700,0,75991940 Asociacion de Futbol Morro de Arica,,Gobierno Regional,Regional,[],2500,1,EJECUCION,Deportes
Gobierno Regional,"SE ADJUDICAN PROYECTOS O INICIATIVAS QUE FAVOREZCAN LA VIDA SALUDABLE, MEDIANTE ACTIVIDADES DEPORTIVAS.",2401003_56,,null,2014,0,,20140605,6,24.01,4865000,0,74540200 Academia de Fultbol Brasil,,Gobierno Regional,Regional,[],2500,1,EJECUCION,Deportes
Gobierno Regional,"SE ADJUDICAN PROYECTOS O INICIATIVAS QUE FAVOREZCAN LA VIDA SALUDABLE, MEDIANTE ACTIVIDADES DEPORTIVAS.",2401003_53,,null,2014,0,,20140605,6,24.01,14723040,0,65080000 Liga de Basquetbol Senior Arica Varones,,Gobierno Regional,Regional,[],2500,1,EJECUCION,Deportes
Gobierno Regional,"SE ADJUDICAN PROYECTOS O INICIATIVAS QUE FAVOREZCAN LA VIDA SALUDABLE, MEDIANTE ACTIVIDADES DEPORTIVAS.",2401003_48,,null,2014,0,,20140710,6,24.01,2500000,0,75510000 Asociacion de Karate Seibukan,,Gobierno Regional,Regional,[],2500,1,EJECUCION,Deportes
Gobierno Regional,"SE ADJUDICAN PROYECTOS O INICIATIVAS QUE FAVOREZCAN LA VIDA SALUDABLE, MEDIANTE ACTIVIDADES DEPORTIVAS.",2401003_47,,null,2014,0,,20140610,6,24.01,4334000,0,65.038.687 Asociacion Deportiva Local de trabajadores de Arica y Parinacota,,Gobierno Regional,Regional,[],2500,1,EJECUCION,Deportes
null,null,24 03 166,,null,2014,0,,null,6,24.03,280295000,0,Programas Regionales de Investigacion Cientifica y Tecnologica,,null,Regional,[],10,93,EJECUCION,null
Gobierno Regional,"SE ADJUDICAN PROYECTOS O INICIATIVAS QUE FAVOREZCAN LA VIDA SALUDABLE, MEDIANTE ACTIVIDADES DEPORTIVAS.",2401003_18,,null,2014,0,,20141006,6,24.01,15000000,0,65058897 Agrupacion Club Deportivo Juventud Nueva Esperanza,,Gobierno Regional,Regional,[],2500,1,EJECUCION,Deportes
Seremi de Desarrollo Social,null,24.03.335,,null,2014,0,,20141212,6,24.03,174750000,0,Programa de Habitabilidad Chile Solidario comuna de Arica 2014,,Seremi de Desarrollo Social,Arica,[],200,36,EJECUCION,Social
Gobierno Regional,null,2401017_14,,null,2014,0,,20140708,6,24.01,10572230,0,65064878 Agrupacion Social Cultural Deportiva Activate,,Gobierno Regional,Regional,[],2500,1,EJECUCION,Social
Gobierno Regional,null,30220023,,null,2014,0,,null,6,31.02,12719000,5,"CONSTRUCCION PAVIMENTOS INTERIORES SECTOR PUNTA NORTE, ARICA",,Gobierno Regional,Arica,[],985,1,EJECUCION,Transporte
Gobierno Regional,null,30220172,,null,2014,0,,null,6,31.02,1190000,5,"CONSTRUCCION PAVIMENTOS INTERIORES PUNTA NORTE,  TRES VILLAS, ARICA",,Gobierno Regional,Arica,[],895,1,EJECUCION,Transporte
Gobierno Regional,null,30220322,,null,2014,0,,null,6,31.02,14239000,5,"CONSTRUCCION PAVIMENTO CALLE ZAPIGA SECTOR PUNTA NORTE, ARICA",,Gobierno Regional,Arica,[],985,1,EJECUCION,Transporte
Gobierno Regional,null,30220323,,null,2014,0,,null,6,31.02,1255799,5,"CONSTRUCCION PAVIMENTO CALLE ROBINSON ROJAS, PUNTA NORTE, ARICA",,Gobierno Regional,Arica,[],985,1,EJECUCION,Transporte
Servicio Nacional de Pesca,null,33.01.008,,null,2014,0,,20140505,6,33.01,3600000,0,null,,Servicio Nacional de Pesca,Regional,[],615,214,EJECUCION,Pesca
null,null,33.01.043,,null,2014,0,,20140506,6,33.01,35000000,0,null,,null,"ARICA,PARINACOTA",[],970,31,EJECUCION,Silvoagropecuario
null,null,33.01.043,,null,2014,0,,20140506,6,33.01,250000000,0,null,,null,"ARICA,PARINACOTA",[],850,31,EJECUCION,Silvoagropecuario
null,null,24.01.137,,null,2014,0,,20140605,6,24.01,12000000,0,null,,null,Regional,[],2,228,EJECUCION,Transporte
null,null,24.03.133,,null,2014,0,,null,6,24.03,16967000,0,null,,null,Regional,[],5063,101,EJECUCION,null
Gobierno Regional,null,2401001_47,,null,2014,0,,20141006,6,24.01,5400000,0,65054030 Club Deportivo Huracan,,Gobierno Regional,Regional,[],3000,1,EJECUCION,null
Gobierno Regional,null,2401001_70,,null,2014,0,,20140508,6,24.01,5514470,0,FONDO CULTURAL 2% (PRIVADO) 2014,,Gobierno Regional,Regional,[],3000,1,EJECUCION,null
Gobierno Regional,null,2401001_80,,null,2014,0,,20140605,6,24.01,14900000,0,65754270 Asoc. Indig. Aymara Mujer y Familia Jefes de Hogar Suma Phasix,,Gobierno Regional,Regional,[],3000,1,EJECUCION,null
Gobierno Regional,null,2401001_39,,null,2014,0,,20140508,6,24.01,4600000,0,FONDO CULTURAL 2% (PRIVADO) 2014,,Gobierno Regional,Regional,[],3000,1,EJECUCION,null
Gobierno Regional,null,2401001_139,,null,2014,0,,20140508,6,24.01,1400000,0,FONDO CULTURAL 2% (PRIVADO) 2014,,Gobierno Regional,Regional,[],3000,1,EJECUCION,null
Gobierno Regional,null,2401001_71,,null,2014,0,,20140508,6,24.01,1850000,0,FONDO CULTURAL 2% (PRIVADO) 2014,,Gobierno Regional,Regional,[],3000,1,EJECUCION,null
Gobierno Regional,null,2401001_73,,null,2014,0,,20140508,6,24.01,3100000,0,FONDO CULTURAL 2% (PRIVADO) 2014,,Gobierno Regional,Regional,[],3000,1,EJECUCION,null
Gobierno Regional,null,2401001_84,,null,2014,0,,20140508,6,24.01,10000000,0,FONDO CULTURAL 2% (PRIVADO) 2014,,Gobierno Regional,Regional,[],3000,1,EJECUCION,null
Gobierno Regional,null,2401001_96,,null,2014,0,,20140508,6,24.01,7207217,0,FONDO CULTURAL 2% (PRIVADO) 2014,,Gobierno Regional,Regional,[],3000,1,EJECUCION,null
Gobierno Regional,null,2401001_94,,null,2014,0,,20141006,6,24.01,5060000,0,65887470 Agrupacion Social Cultural Arica Negro,,Gobierno Regional,Regional,[],3000,1,EJECUCION,null
null,null,24.03.610,,null,2014,0,,null,6,24.03,172533000,0,null,,null,Regional,[],2000,101,EJECUCION,null
Junta Nacional de Jardines Infantiles,null,33.03.01,,null,2014,171737600,,null,6,33.03,19081955,0,null,,Junta Nacional de Jardines Infantiles,ARICA,[],304,100,EJECUCION,null
Gobierno Regional,"SE ADJUDICAN PROYECTOS O INICIATIVAS QUE FAVOREZCAN LA VIDA SALUDABLE, MEDIANTE ACTIVIDADES DEPORTIVAS.",2401003_75,,null,2014,0,,20140610,6,24.01,6368100,0,73430000 Liga Deportiva Pacifico,,Gobierno Regional,Regional,[],2500,1,EJECUCION,Deportes
Gobierno Regional,"SE ADJUDICAN PROYECTOS O INICIATIVAS QUE FAVOREZCAN LA VIDA SALUDABLE, MEDIANTE ACTIVIDADES DEPORTIVAS.",2401003_57,,null,2014,0,,20140908,6,24.01,6770640,0,72508900 Asociacion de Futbol Arica,,Gobierno Regional,Regional,[],2500,1,EJECUCION,Deportes
Gobierno Regional,"SE ADJUDICAN PROYECTOS O INICIATIVAS QUE FAVOREZCAN LA VIDA SALUDABLE, MEDIANTE ACTIVIDADES DEPORTIVAS.",2401003_70,,null,2014,0,,20140630,6,24.01,7565300,0,65058477 Club Deportivo de Natacion Neptuno de Arica,,Gobierno Regional,Regional,[],2500,1,EJECUCION,Deportes
Gobierno Regional,"SE ADJUDICAN PROYECTOS O INICIATIVAS QUE FAVOREZCAN LA VIDA SALUDABLE, MEDIANTE ACTIVIDADES DEPORTIVAS.",2401003_73,,null,2014,0,,20140513,6,24.01,7665259,0,FONDO REGIONAL 2% DEPORTE (PRIVADO) 2014,,Gobierno Regional,Regional,[],2500,1,EJECUCION,Deportes
Gobierno Regional,null,2401001_147,,null,2014,0,,20140610,6,24.01,12940000,0,null,,Gobierno Regional,Regional,[],3000,1,EJECUCION,null
Gobierno Regional,null,30293627,,null,2015,0,,20150115,6,31.02,678633587,9,"CONSERVACION ESCUELA D-14, REGIMIENTO RANCAGUA; ARICA",,I. Municipalidad de Arica,Arica,[],241,1,EJECUCION,null
Gobierno Regional,null,30134604,,null,2015,0,,20150115,6,31.02,39735685,5,null,,Gobierno Regional,Arica,[],6,1,EJECUCION,null
Subsecretaria de Desarrollo Regional,,1-C-2012-1651,,16,2014,0,,20150112,6,33.03,28707631,5,null,,Subsecretaria de Desarrollo Regional,Arica,[],0,300,EJECUCION,Social
Subsecretaria de Desarrollo Regional,,1-C-2011-2113,,16,2014,0,,20150112,6,33.03,1872307,5,CONSTRUCCION DE PAVIMENTOS EN CALLE LOCALIDAD DE GUATANAVE KM 2-3,,Subsecretaria de Desarrollo Regional,Camarones,[],0,300,EJECUCION,Social
Junta Nacional de Auxilio Escolar y Becas,null,24.01.239,,null,2014,0,,null,6,24.01,11035451,0,Control Programas de la JUNAEB,,Junta Nacional de Auxilio Escolar y Becas,Regional,[],638,99,EJECUCION,null
Junta Nacional de Auxilio Escolar y Becas,null,24.01.234,,null,2014,0,,null,6,24.01,7814069,0,null,,Junta Nacional de Auxilio Escolar y Becas,Regional,[],799,99,EJECUCION,null
null,null,24.03.393,,16,2014,0,,20140519,6,24.03,130425844,5,null,,null,Regional,[],0,101,EJECUCION,null
Seremi de Desarrollo Social,null,24.03.341,,null,2014,0,,20140616,6,24.03,25848354,0,null,,Seremi de Desarrollo Social,Arica,[],8059,36,EJECUCION,Social
Gobierno Regional,null,2401001_93,,null,2014,0,,20140602,6,24.01,7850000,0,65076196 CENTRO SOCIAL Y CULTURAL AMIGOS DE INTIWARA,,Gobierno Regional,Regional,[],3000,1,EJECUCION,null
Gobierno Regional,null,30137097,,null,2014,0,,null,3,31.02,0,1,CONSTRUCCION PARQUE DE LAS AMERICAS EL ALTO-ARICA,,I. Municipalidad de Arica,Arica,[],28209,1,EJECUCION,Multisectorial
null,"Alcazar la tranformacion y sofiscacion del modelo pproductivo actual de las empresas e instituciones vinculadas al  Turismo deportivo de la Ciudad, para responder a una tendencia creciente de mercado,haciendo que el sector gane rentabilidad y una mayor presencia y cmpetitividad en los mercados internacionales.",24.01.021.06,,null,2014,0,,20150109,6,24.01,70000000,0,PROGRAMA ESTRATEGICO REGIONAL PER,,null,Regional,[],265,223,EJECUCION,"Industria, Comercio, Finanzas y Turismo"
Gobierno Regional,"SE ADJUDICAN PROYECTOS O INICIATIVAS QUE FAVOREZCAN LA VIDA SALUDABLE, MEDIANTE ACTIVIDADES DEPORTIVAS.",2401003_125,,null,2014,0,,20140630,6,24.01,7500000,0,65002716 Club Cultural Deportivo Social Jaque 64,,Gobierno Regional,Regional,[],2500,1,EJECUCION,Deportes
Gobierno Regional,"SE ADJUDICAN PROYECTOS O INICIATIVAS QUE FAVOREZCAN LA VIDA SALUDABLE, MEDIANTE ACTIVIDADES DEPORTIVAS.",2401003_95,,null,2014,0,,20140605,6,24.01,2927630,0,65075794 Club Social y Deportivo Luciano Carvajal Campillay,,Gobierno Regional,Regional,[],2500,1,EJECUCION,Deportes
Gobierno Regional,"SE ADJUDICAN PROYECTOS O INICIATIVAS QUE FAVOREZCAN LA VIDA SALUDABLE, MEDIANTE ACTIVIDADES DEPORTIVAS.",2401003_69,,null,2014,0,,20140604,6,24.01,1300000,0,65078265 CLUB DE DEPORTES Y RECREACION CHACABUCO SPORTING CLUB,,Gobierno Regional,Regional,[],2500,1,EJECUCION,Deportes
null,null,24.01.002,,null,2014,0,,null,6,24.01,18000000,0,null,,null,Regional,[],1200,1003,EJECUCION,Social
null,null,20177880,,null,2014,759760000,,20140606,6,31.02,2550808000,1,"MEJORAMIENTO NUDO TUCAPEL - LUIS VALENTE Y EMPALMES,ARICA",,null,Arica,[],180000,179,EJECUCION,Transporte
